customer_id,age,gender,tenure,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,churn
CUST_000782,24,Male,38,62.28,2356.59,Month-to-month,DSL,Yes,No,No,Credit card,No,Yes
CUST_000783,50,Female,37,38.08,1391.37,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_000784,54,Female,34,36.62,1188.5,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_000785,53,Female,10,28.13,308.11,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_000786,61,Male,14,39.77,491.51,Month-to-month,DSL,Yes,Yes,No,Mailed check,Yes,Yes
CUST_000787,57,Female,21,26.68,546.05,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_000788,51,Female,72,107.2,7551.75,Two year,Fiber optic,No,No,Yes,Bank transfer,No,No
CUST_000789,43,Male,9,77.81,693.72,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,Yes
CUST_000790,20,Male,61,49.35,3336.69,One year,DSL,Yes,No,Yes,Bank transfer,No,No
CUST_000791,51,Male,7,51.96,332.97,Month-to-month,DSL,Yes,No,Yes,Mailed check,Yes,No
CUST_000792,48,Male,72,32.08,2034.61,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_000793,49,Male,26,116.46,3134.98,Month-to-month,Fiber optic,No,No,No,Credit card,No,Yes
CUST_000794,25,Female,14,101.38,1280.44,Two year,Fiber optic,No,Yes,No,Bank transfer,Yes,No
CUST_000795,28,Male,22,35.73,685.82,One year,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_000796,60,Male,7,52.46,359.14,Month-to-month,DSL,No,No,Yes,Credit card,Yes,Yes
CUST_000797,44,Female,7,110.85,710.69,One year,Fiber optic,Yes,Yes,No,Electronic check,Yes,No
CUST_000798,55,Male,2,79.5,152.38,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_000799,45,Male,2,41.3,76.65,Two year,DSL,No,No,Yes,Mailed check,Yes,No
CUST_000800,45,Female,10,62.79,551.16,Two year,DSL,No,No,No,Credit card,Yes,No
CUST_000801,59,Female,34,55.8,1931.55,One year,DSL,No,No,Yes,Electronic check,Yes,No
CUST_000802,37,Female,22,55.15,1041.14,One year,DSL,No,No,No,Bank transfer,Yes,No
CUST_000803,46,Female,2,90.7,206.78,Two year,Fiber optic,No,Yes,No,Mailed check,Yes,No
CUST_000804,38,Male,45,27.53,1179.88,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000805,38,Female,22,95.56,2225.41,One year,Fiber optic,No,Yes,No,Electronic check,Yes,No
CUST_000806,40,Male,72,38.62,3039.54,Two year,DSL,Yes,No,Yes,Electronic check,Yes,Yes
CUST_000807,48,Female,26,48.64,1180.83,One year,DSL,No,Yes,No,Electronic check,Yes,Yes
CUST_000808,37,Male,4,29.11,125.13,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000809,63,Female,15,30.77,507.58,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000810,31,Female,25,54.04,1246.16,One year,DSL,No,Yes,No,Credit card,Yes,No
CUST_000811,42,Female,1,63.72,73.13,One year,DSL,No,No,No,Electronic check,Yes,Yes
CUST_000812,38,Male,1,100.87,86.37,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_000813,66,Male,3,113.6,311.87,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,Yes,Yes
CUST_000814,47,Female,6,95.6,621.79,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_000815,60,Female,13,99.48,1174.57,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,Yes,Yes
CUST_000816,22,Male,16,68.84,1166.95,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_000817,49,Female,3,22.67,75.26,Two year,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_000818,58,Female,26,52.39,1549.79,One year,DSL,No,Yes,Yes,Electronic check,Yes,Yes
CUST_000819,46,Male,21,27.91,581.58,One year,No,No internet service,No internet service,No internet service,Mailed check,Yes,Yes
CUST_000820,60,Female,8,108.93,994.6,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,Yes,Yes
CUST_000821,37,Female,1,94.87,92.35,Two year,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_000822,66,Male,1,113.53,103.93,One year,Fiber optic,Yes,No,Yes,Bank transfer,Yes,No
CUST_000823,79,Male,11,118.48,1308.72,One year,Fiber optic,No,No,No,Mailed check,Yes,No
CUST_000824,39,Female,4,73.12,305.63,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_000825,38,Female,11,86.72,941.89,Month-to-month,Fiber optic,Yes,No,No,Mailed check,Yes,No
CUST_000826,66,Male,23,54.95,1289.24,One year,DSL,No,Yes,Yes,Electronic check,Yes,Yes
CUST_000827,68,Female,19,81.8,1515.22,One year,Fiber optic,No,Yes,No,Electronic check,No,No
CUST_000828,37,Female,6,79.69,481.69,Two year,Fiber optic,Yes,No,No,Mailed check,Yes,No
CUST_000829,38,Female,10,59.41,674.77,Two year,DSL,No,Yes,No,Bank transfer,Yes,No
CUST_000830,40,Male,22,39.61,871.38,Two year,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_000831,24,Female,47,58.21,2533.29,One year,DSL,No,Yes,Yes,Electronic check,Yes,No
CUST_000832,31,Male,33,93.8,3335.68,Two year,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_000833,29,Male,19,48.28,872.62,Two year,DSL,No,No,No,Electronic check,Yes,No
CUST_000834,33,Male,10,94.68,1036.62,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,Yes,No
CUST_000835,44,Male,10,48.89,423.9,Month-to-month,DSL,Yes,No,No,Electronic check,Yes,Yes
CUST_000836,48,Female,50,92.66,4399.74,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,No,Yes
CUST_000837,68,Male,1,41.1,36.1,Month-to-month,DSL,Yes,No,Yes,Mailed check,No,Yes
CUST_000838,30,Female,72,62.11,3915.59,Month-to-month,DSL,Yes,No,No,Bank transfer,Yes,No
CUST_000839,59,Male,26,106.5,2900.57,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_000840,41,Male,27,102.45,2671.0,One year,Fiber optic,Yes,No,Yes,Mailed check,Yes,No
CUST_000841,44,Female,1,63.5,70.58,Month-to-month,DSL,Yes,No,Yes,Credit card,Yes,No
CUST_000842,55,Female,22,43.53,962.37,Month-to-month,DSL,Yes,No,No,Credit card,No,No
CUST_000843,28,Male,15,21.62,304.39,One year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000844,50,Male,2,59.78,127.48,Two year,DSL,No,No,No,Mailed check,Yes,No
CUST_000845,47,Male,7,39.97,290.2,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000846,52,Male,53,96.81,5592.09,One year,Fiber optic,No,No,Yes,Electronic check,No,No
CUST_000847,49,Female,19,36.76,728.53,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,Yes
CUST_000848,80,Female,12,107.93,1165.78,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,No,Yes
CUST_000849,35,Male,1,21.47,22.57,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_000850,37,Female,30,94.7,2748.57,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,Yes,Yes
CUST_000851,35,Female,29,80.26,2301.8,Month-to-month,Fiber optic,No,No,No,Credit card,Yes,No
CUST_000852,36,Male,22,115.33,2858.15,Two year,Fiber optic,No,Yes,Yes,Credit card,Yes,No
CUST_000853,35,Male,17,29.03,472.78,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000854,62,Female,13,114.42,1537.42,Month-to-month,Fiber optic,No,No,No,Mailed check,No,Yes
CUST_000855,66,Female,21,43.97,885.55,Month-to-month,DSL,No,Yes,Yes,Credit card,No,No
CUST_000856,36,Male,6,46.62,245.71,One year,DSL,Yes,No,No,Bank transfer,Yes,No
CUST_000857,32,Male,68,63.41,4251.76,Month-to-month,DSL,Yes,No,No,Mailed check,Yes,No
CUST_000858,52,Male,21,41.04,886.94,Month-to-month,DSL,Yes,No,No,Credit card,No,Yes
CUST_000859,36,Female,8,52.36,407.26,Month-to-month,DSL,No,Yes,Yes,Electronic check,No,No
CUST_000860,54,Female,14,86.37,1169.52,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,No,Yes
CUST_000861,48,Male,39,58.23,2489.24,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_000862,22,Female,4,72.11,247.74,Month-to-month,Fiber optic,No,No,No,Credit card,Yes,Yes
CUST_000863,68,Female,8,89.05,668.71,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,Yes
CUST_000864,71,Female,27,55.97,1652.53,One year,DSL,No,No,No,Bank transfer,Yes,No
CUST_000865,35,Male,9,47.21,478.49,One year,DSL,No,Yes,No,Bank transfer,No,Yes
CUST_000866,39,Male,37,36.76,1324.34,One year,DSL,No,No,No,Credit card,Yes,Yes
CUST_000867,49,Female,3,56.15,188.1,Month-to-month,DSL,No,No,No,Mailed check,Yes,Yes
CUST_000868,50,Male,34,30.06,929.73,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_000869,54,Female,1,65.62,60.14,Month-to-month,Fiber optic,No,Yes,No,Mailed check,Yes,Yes
CUST_000870,75,Male,1,53.38,58.92,Month-to-month,DSL,No,No,Yes,Credit card,No,Yes
CUST_000871,42,Male,54,115.59,6996.98,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_000872,33,Male,20,38.33,702.85,Month-to-month,DSL,No,No,No,Mailed check,Yes,No
CUST_000873,24,Male,10,97.49,846.02,One year,Fiber optic,Yes,Yes,No,Electronic check,No,No
CUST_000874,34,Female,6,105.08,552.99,Two year,Fiber optic,No,No,No,Electronic check,No,No
CUST_000875,44,Male,23,68.89,1471.04,One year,Fiber optic,Yes,No,No,Credit card,No,No
CUST_000876,71,Male,17,35.68,654.14,Month-to-month,DSL,Yes,No,No,Mailed check,No,No
CUST_000877,37,Male,72,48.93,3533.52,One year,DSL,No,No,No,Mailed check,No,No
CUST_000878,48,Male,72,108.52,7709.34,Month-to-month,Fiber optic,No,No,Yes,Mailed check,Yes,Yes
CUST_000879,44,Male,24,23.21,571.1,One year,No,No internet service,No internet service,No internet service,Electronic check,No,Yes
CUST_000880,62,Female,14,36.73,574.42,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,Yes
CUST_000881,80,Female,16,54.7,767.66,Month-to-month,DSL,No,No,No,Mailed check,Yes,No
CUST_000882,37,Female,27,83.27,2379.63,Two year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_000883,37,Female,2,93.37,210.65,One year,Fiber optic,No,No,No,Bank transfer,No,Yes
CUST_000884,60,Female,9,39.31,323.37,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_000885,55,Female,1,41.49,45.69,Month-to-month,DSL,No,No,Yes,Bank transfer,Yes,Yes
CUST_000886,72,Male,1,92.47,97.96,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,No,Yes
CUST_000887,53,Male,5,53.73,229.52,Two year,DSL,Yes,No,Yes,Credit card,Yes,No
CUST_000888,39,Male,15,72.59,1001.18,One year,Fiber optic,No,No,Yes,Electronic check,No,No
CUST_000889,53,Female,36,67.39,2503.08,Two year,Fiber optic,No,No,Yes,Mailed check,No,No
CUST_000890,61,Female,15,65.74,986.81,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_000891,57,Female,9,26.49,240.41,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000892,52,Male,2,69.07,127.03,One year,Fiber optic,No,Yes,Yes,Electronic check,Yes,No
CUST_000893,61,Female,19,109.21,2183.93,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_000894,62,Male,7,64.92,422.6,Month-to-month,DSL,Yes,No,Yes,Credit card,No,Yes
CUST_000895,65,Male,22,68.37,1454.25,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,Yes,No
CUST_000896,54,Male,72,88.8,6142.17,One year,Fiber optic,Yes,No,No,Mailed check,No,No
CUST_000897,42,Male,2,35.77,75.23,One year,DSL,Yes,No,No,Bank transfer,No,Yes
CUST_000898,47,Female,5,22.68,99.46,One year,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_000899,63,Male,15,44.69,611.13,One year,DSL,No,Yes,No,Electronic check,No,No
CUST_000900,32,Male,72,86.65,5678.24,One year,Fiber optic,Yes,No,No,Electronic check,Yes,No
CUST_000901,50,Female,35,38.8,1198.47,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_000902,39,Female,54,27.92,1375.42,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,Yes
CUST_000903,45,Female,9,92.3,857.38,One year,Fiber optic,Yes,No,Yes,Bank transfer,Yes,Yes
CUST_000904,64,Male,72,42.37,3263.12,Two year,DSL,No,Yes,Yes,Bank transfer,No,No
CUST_000905,47,Female,2,20.0,41.92,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,Yes
CUST_000906,45,Female,1,61.98,61.52,Month-to-month,DSL,No,No,No,Bank transfer,Yes,Yes
CUST_000907,24,Male,46,21.63,861.38,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_000908,56,Female,62,118.03,8325.54,Month-to-month,Fiber optic,No,No,No,Bank transfer,No,No
CUST_000909,54,Male,2,72.2,130.02,Month-to-month,Fiber optic,No,Yes,No,Electronic check,Yes,No
CUST_000910,77,Male,2,53.15,111.67,One year,DSL,No,Yes,Yes,Electronic check,No,No
CUST_000911,40,Female,1,119.97,134.83,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_000912,48,Female,2,22.77,48.24,One year,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_000913,48,Male,5,28.48,130.36,Two year,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_000914,68,Female,72,58.41,3973.12,Two year,DSL,No,No,Yes,Electronic check,Yes,No
CUST_000915,43,Female,26,20.64,461.01,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000916,49,Female,36,55.69,2072.66,One year,DSL,No,No,No,Credit card,No,No
CUST_000917,54,Male,35,69.42,2512.06,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,No,No
CUST_000918,47,Female,18,78.01,1499.17,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_000919,38,Male,38,39.8,1290.53,One year,DSL,No,No,No,Electronic check,Yes,No
CUST_000920,47,Female,21,62.22,1431.21,One year,DSL,No,No,No,Electronic check,Yes,Yes
CUST_000921,61,Male,9,74.93,722.66,Month-to-month,Fiber optic,No,No,Yes,Mailed check,Yes,No
CUST_000922,29,Male,19,67.22,1139.58,Two year,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_000923,46,Female,18,52.63,904.04,Two year,DSL,No,No,No,Bank transfer,Yes,No
CUST_000924,34,Male,41,84.04,3588.83,One year,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_000925,62,Male,72,28.11,2021.37,One year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000926,22,Male,12,71.55,759.46,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,No,No
CUST_000927,36,Female,34,57.45,1711.49,One year,DSL,Yes,Yes,Yes,Electronic check,Yes,Yes
CUST_000928,50,Male,2,53.05,115.06,Month-to-month,DSL,Yes,Yes,No,Mailed check,Yes,Yes
CUST_000929,68,Female,35,85.03,2668.89,Two year,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_000930,44,Male,11,74.44,738.29,Month-to-month,Fiber optic,No,Yes,No,Mailed check,No,No
CUST_000931,36,Male,1,97.64,107.33,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,No
CUST_000932,73,Male,10,35.57,367.67,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000933,23,Male,22,82.18,1864.76,Month-to-month,Fiber optic,No,No,Yes,Credit card,No,Yes
CUST_000934,18,Male,3,35.78,106.67,Month-to-month,DSL,No,Yes,Yes,Electronic check,No,Yes
CUST_000935,51,Male,61,24.29,1512.36,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_000936,37,Female,1,102.53,105.66,Two year,Fiber optic,No,Yes,No,Bank transfer,Yes,Yes
CUST_000937,29,Female,63,119.4,8577.92,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,Yes,No
CUST_000938,55,Male,29,20.27,538.98,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,No
CUST_000939,48,Male,9,26.12,214.95,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_000940,36,Female,11,68.41,652.55,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_000941,25,Male,32,44.49,1491.25,Month-to-month,DSL,No,Yes,Yes,Credit card,Yes,No
CUST_000942,58,Male,22,28.12,627.74,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_000943,54,Female,26,115.65,2656.21,Month-to-month,Fiber optic,Yes,No,No,Electronic check,No,No
CUST_000944,43,Female,11,69.43,732.69,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,No,No
CUST_000945,72,Female,16,107.74,1557.66,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_000946,28,Male,72,86.75,5930.23,Month-to-month,Fiber optic,No,No,No,Electronic check,No,No
CUST_000947,22,Male,5,36.23,205.67,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_000948,34,Female,12,93.24,1180.41,One year,Fiber optic,No,Yes,No,Bank transfer,Yes,No
CUST_000949,44,Male,8,20.79,141.75,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_000950,48,Male,34,38.92,1225.03,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,No
CUST_000951,41,Female,34,21.65,627.97,One year,No,No internet service,No internet service,No internet service,Electronic check,No,Yes
CUST_000952,50,Male,8,97.87,833.43,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_000953,26,Female,2,37.55,74.41,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_000954,66,Female,1,69.39,79.67,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,Yes
CUST_000955,43,Female,13,51.62,718.08,Month-to-month,DSL,Yes,No,No,Bank transfer,No,No
CUST_000956,61,Male,12,36.49,440.23,Two year,No,No internet service,No internet service,No internet service,Mailed check,Yes,No
CUST_000957,50,Male,72,119.25,9370.86,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_000958,51,Male,15,56.73,903.23,Two year,DSL,Yes,No,Yes,Electronic check,Yes,No
CUST_000959,53,Male,7,43.35,280.12,One year,DSL,Yes,No,Yes,Bank transfer,Yes,No
CUST_000960,51,Female,53,55.99,2994.41,One year,DSL,Yes,No,Yes,Mailed check,Yes,No
CUST_000961,54,Male,16,103.82,1689.03,Two year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_000962,64,Male,21,103.5,2141.7,Two year,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_000963,47,Male,2,60.63,109.59,One year,DSL,No,No,Yes,Bank transfer,Yes,No
CUST_000964,55,Female,11,21.75,219.39,One year,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_000965,43,Male,69,38.25,2465.89,Month-to-month,DSL,No,Yes,Yes,Credit card,Yes,No
CUST_000966,66,Male,21,100.23,1795.58,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_000967,34,Male,10,117.46,1321.52,Month-to-month,Fiber optic,No,Yes,No,Electronic check,Yes,Yes
CUST_000968,72,Female,23,90.62,2200.62,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,Yes
CUST_000969,44,Male,57,117.83,7098.37,Two year,Fiber optic,No,Yes,No,Credit card,Yes,No
CUST_000970,23,Female,7,63.14,451.57,Month-to-month,DSL,No,Yes,No,Mailed check,Yes,No
CUST_000971,46,Female,16,38.06,643.54,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,No,Yes
CUST_000972,34,Male,72,62.3,5134.03,One year,DSL,Yes,No,No,Bank transfer,No,No
CUST_000973,57,Female,4,37.97,146.65,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_000974,35,Male,30,110.09,3513.27,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,Yes,No
CUST_000975,38,Female,22,103.22,2175.14,One year,Fiber optic,No,Yes,Yes,Mailed check,No,No
CUST_000976,18,Female,27,66.34,1981.56,One year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_000977,38,Male,10,38.97,431.56,One year,DSL,Yes,No,Yes,Credit card,No,No
CUST_000978,18,Male,9,72.38,730.03,Month-to-month,Fiber optic,Yes,No,No,Mailed check,No,Yes
CUST_000979,21,Male,27,20.47,470.69,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_000980,56,Female,5,38.5,180.85,One year,DSL,No,No,No,Bank transfer,Yes,No
CUST_000981,56,Male,13,115.59,1337.64,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,Yes,Yes
CUST_000982,51,Female,5,101.51,500.54,One year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_000983,30,Male,1,82.16,82.05,Two year,Fiber optic,Yes,No,Yes,Mailed check,Yes,No
CUST_000984,44,Female,72,58.8,3923.58,Month-to-month,DSL,No,No,No,Bank transfer,Yes,Yes
CUST_000985,44,Male,13,91.86,1274.23,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_000986,27,Female,72,22.84,1530.9,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,Yes,No
CUST_000987,67,Male,3,61.54,204.22,One year,DSL,Yes,No,No,Credit card,No,Yes
CUST_000988,58,Female,21,83.63,1586.4,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_000989,41,Male,5,103.44,496.6,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,Yes,No
CUST_000990,45,Male,37,80.98,3106.14,Two year,Fiber optic,Yes,Yes,No,Electronic check,No,No
CUST_000991,48,Male,36,92.5,3435.23,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_000992,18,Female,2,109.89,191.96,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,Yes,Yes
CUST_000993,41,Male,58,39.7,2541.79,One year,DSL,Yes,No,No,Electronic check,No,No
CUST_000994,34,Female,5,39.55,203.57,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_000995,29,Male,22,21.4,523.04,One year,No,No internet service,No internet service,No internet service,Electronic check,No,Yes
CUST_000996,40,Female,72,51.02,4078.59,One year,DSL,Yes,Yes,Yes,Bank transfer,No,No
CUST_000997,71,Female,51,115.38,5965.44,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_000998,54,Female,72,117.01,9462.94,Two year,Fiber optic,No,No,No,Mailed check,Yes,No
CUST_000999,36,Male,10,24.64,272.15,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_001000,53,Male,2,22.88,52.05,Two year,No,No internet service,No internet service,No internet service,Mailed check,No,No
CUST_001001,65,Male,5,34.49,190.58,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_001002,58,Male,16,36.26,636.06,Month-to-month,DSL,No,No,Yes,Bank transfer,Yes,No
CUST_001003,45,Female,37,29.7,1088.8,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_001004,35,Female,3,35.93,98.48,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,No,Yes
CUST_001005,55,Female,25,95.81,2690.38,One year,Fiber optic,No,No,No,Bank transfer,No,No
CUST_001006,50,Male,9,75.34,723.33,One year,Fiber optic,No,No,No,Electronic check,No,No
CUST_001007,58,Female,10,91.79,857.8,One year,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_001008,54,Male,26,115.67,2863.96,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,Yes
CUST_001009,60,Female,15,53.52,847.62,Month-to-month,DSL,No,No,Yes,Mailed check,Yes,No
CUST_001010,36,Male,40,56.64,2250.52,One year,DSL,No,No,No,Electronic check,No,No
CUST_001011,64,Male,4,45.09,157.71,Month-to-month,DSL,No,No,No,Credit card,Yes,No
CUST_001012,47,Male,37,75.37,2488.72,One year,Fiber optic,Yes,Yes,No,Bank transfer,Yes,No
CUST_001013,76,Female,1,42.67,45.81,One year,DSL,No,Yes,No,Credit card,No,No
CUST_001014,34,Female,5,94.32,447.35,Month-to-month,Fiber optic,No,No,No,Credit card,Yes,Yes
CUST_001015,71,Male,25,43.41,1087.74,One year,DSL,Yes,Yes,No,Credit card,No,No
CUST_001016,47,Male,46,30.84,1532.11,One year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_001017,35,Male,6,34.16,220.4,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_001018,37,Female,9,34.69,281.02,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,No,No
CUST_001019,40,Male,18,74.06,1172.47,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,No,No
CUST_001020,51,Female,5,57.51,295.41,Month-to-month,DSL,No,No,No,Electronic check,Yes,No
CUST_001021,52,Female,40,102.0,4375.76,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,Yes
CUST_001022,36,Female,35,35.36,1107.3,Month-to-month,DSL,No,No,No,Bank transfer,No,No
CUST_001023,44,Male,3,21.18,61.1,Two year,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_001024,77,Female,14,54.39,846.05,One year,DSL,No,No,No,Bank transfer,No,No
CUST_001025,70,Female,35,86.1,3415.1,One year,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_001026,51,Male,9,73.04,648.3,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,Yes,Yes
CUST_001027,45,Female,24,20.89,438.12,Two year,No,No internet service,No internet service,No internet service,Mailed check,No,No
CUST_001028,46,Female,1,73.77,68.41,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,Yes
CUST_001029,54,Male,22,117.66,2381.16,One year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_001030,29,Male,3,105.02,290.39,Two year,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_001031,41,Male,42,94.02,3941.59,One year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_001032,19,Female,10,63.25,648.29,Two year,DSL,No,No,Yes,Bank transfer,Yes,No
CUST_001033,50,Male,7,32.38,200.99,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_001034,54,Female,44,104.91,5155.22,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_001035,37,Female,1,43.48,45.04,Month-to-month,DSL,No,No,No,Bank transfer,Yes,No
CUST_001036,68,Female,12,31.78,392.49,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,No,No
